,Unnamed: 0,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
800,7888,Ford Figo 1.2P Titanium MT,2017,470949.2930605286,100000,Petrol,Individual,Manual,First Owner,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5.0
801,2270,Hyundai Grand i10 Sportz Celebration Edition,2016,467973.6647451139,70000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0
802,2400,Hyundai Santa Fe 4X4,2011,705592.6831641627,125000,Diesel,Individual,Manual,Second Owner,14.66 kmpl,2199 CC,194.3 bhp,420.7Nm@ 1800-2500rpm,7.0
803,184,Honda City 1.5 EXI,2005,116869.83999022807,120000,Petrol,Individual,Manual,Second Owner,13.0 kmpl,1493 CC,100 bhp,13.1kgm@ 4600rpm,5.0
804,3600,Maruti Swift Vdi BSIII,2008,251376.842108686,60000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5.0
805,6359,Hyundai Xcent 1.2 VTVT S,2017,514484.2025343154,90000,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0
806,7328,Honda Mobilio RS Option i DTEC,2015,802030.1841659975,46000,Diesel,Individual,Manual,First Owner,24.5 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,7.0
807,1918,Tata Indica Vista Aqua 1.3 Quadrajet,2010,123077.04653959058,60000,Diesel,Individual,Manual,First Owner,18.0 kmpl,1248 CC,75 bhp,190 Nm at 1750  rpm ,5.0
808,4998,Toyota Qualis FS B3,2002,-515691.1929750291,290000,Diesel,Individual,Manual,First Owner,13.1 kmpl,2446 CC,75 bhp,151Nm@ 2400rpm,10.0
809,3704,Hyundai Grand i10 Magna,2016,426926.2454534535,30000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0
810,6940,Mahindra Bolero 2011-2019 SLX,2013,501983.1030058251,90000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0
811,803,Hyundai EON D Lite Plus,2015,252865.57873665914,40000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
812,3347,Hyundai Xcent 1.1 CRDi Base,2014,383489.0832151583,42312,Diesel,Dealer,Manual,First Owner,24.4 kmpl,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5.0
813,8045,Renault Duster RXZ 110PS AMT BSIV,2017,922670.6750594683,20171,Diesel,Dealer,Automatic,First Owner,19.87 kmpl,1461 CC,108.5 bhp,245Nm@ 1750rpm,5.0
814,3045,Maruti Ritz VDi,2012,308346.6573133862,70000,Diesel,Individual,Manual,First Owner,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm,5.0
815,5264,Tata Tigor 1.2 Revotron XE,2019,487785.9896174099,25000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0
816,723,Tata Indigo CS LS (TDI) BS III,2012,171236.38613186474,190000,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5.0
817,7116,Toyota Etios GD,2014,418304.4718950421,250000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.04 bhp,170Nm@ 1800-2400rpm,5.0
818,6742,Maruti Alto LX,2010,226438.24709913344,100000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
819,1103,Maruti Baleno Alpha 1.3,2018,748336.0326840698,38817,Diesel,Dealer,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
820,1363,Hyundai i10 Sportz,2010,179748.43780352816,80000,Petrol,Individual,Manual,Third Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5.0
821,6271,Maruti Alto 800 LXI BSIV,2016,275013.5722960329,38000,Petrol,Dealer,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
822,3043,Tata Safari DICOR 2.2 EX 4x2,2015,473760.9160165773,60000,Diesel,Individual,Manual,First Owner,13.93 kmpl,2179 CC,138.03 bhp,320Nm@ 1700-2700rpm,7.0
823,4651,Force One EX,2018,703006.1563915636,120000,Diesel,Individual,Manual,Second Owner,17.0 kmpl,2650 CC,80.84 bhp,230Nm@ 1800-2000rpm,7.0
824,7038,Honda City i-VTEC CVT VX,2017,1038058.2136207119,6825,Petrol,Individual,Automatic,First Owner,18.0 kmpl,1497 CC,117.6 bhp,145Nm@ 4600rpm,5.0
825,7721,Maruti Wagon R LXI BS IV,2017,442459.4983548655,68850,Petrol,Dealer,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
826,5711,Tata Indica V2 DLE BSII,2007,36603.01043896959,80000,Diesel,Individual,Manual,Third Owner,17.2 kmpl,1396 CC,53.5 bhp,"8.5@ 2,500(kgm@ rpm)",5.0
827,6695,Maruti Wagon R LXI,2013,218771.75274845096,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0
828,4230,BMW X4 M Sport X xDrive20d,2019,5459142.870544194,8500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0
829,4352,Tata Sumo MKII Turbo 2.0 LX,2010,164695.6129231212,225000,Diesel,Individual,Manual,Third Owner,14.0 kmpl,1948 CC,90 bhp,190Nm@ 2000-3000,9.0
830,7303,Mahindra XUV500 W8 4WD,2012,681730.0118171109,120000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
831,5945,Mahindra Bolero B4,2015,447124.00655035814,40200,Diesel,Dealer,Manual,First Owner,21.0 kmpl,1498 CC,74.96 bhp,210nm@ 1600-2200rpm,7.0
832,306,Maruti Swift 1.3 VXi,2010,250441.0783746594,70000,Petrol,Individual,Manual,Second Owner,,,,,
833,7027,Renault Duster 85PS Diesel RxL Optional,2013,505179.1642461439,44500,Diesel,Individual,Manual,Second Owner,20.46 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5.0
834,6663,Hyundai i20 Active 1.2 SX,2018,654664.3832012361,38426,Petrol,Individual,Manual,First Owner,17.19 kmpl,1197 CC,81.86 bhp,114.73Nm@ 4000rpm,5.0
835,6765,Maruti Swift ZDi,2014,481363.03864615574,70000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
836,5373,Mahindra Scorpio S10 7 Seater,2015,1038946.782073067,70000,Diesel,Individual,Manual,First Owner,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7.0
837,3279,Maruti Gypsy King Soft Top MPI BSIV,2019,731993.6608964272,9900,Petrol,Individual,Manual,First Owner,11.96 kmpl,1298 CC,80 bhp,103Nm@ 4500rpm,8.0
838,2902,Hyundai i20 Magna 1.4 CRDi (Diesel),2013,371706.0384358171,53000,Diesel,Individual,Manual,Second Owner,21.9 kmpl,1396 CC,88.76 bhp,219.6Nm@ 1500-2750rpm,5.0
839,7114,Maruti Swift Dzire 1.2 Lxi BSIV,2012,306571.44741036603,72000,Petrol,Individual,Manual,Second Owner,17.5 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0
840,5597,Tata Indica V2 DLS TC,2004,4154.907068675617,120000,Diesel,Individual,Manual,Second Owner,16.8 kmpl,1405 CC,62 bhp,"12.5@ 2,500(kgm@ rpm)",5.0
841,1771,Hyundai i20 1.2 Spotz,2017,589462.7895626263,20000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
842,666,Maruti A-Star Zxi,2012,259324.81500583503,98500,Petrol,Individual,Manual,Second Owner,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm,5.0
843,7317,Maruti Ritz VDi,2011,284794.82812588627,165000,Diesel,Individual,Manual,First Owner,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5.0
844,2257,Hyundai i20 Magna,2010,232327.22938575316,120000,Petrol,Individual,Manual,Third Owner,18.5 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5.0
845,1706,Mahindra XUV500 W6 2WD,2014,799504.8986765346,80000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
846,2932,Mercedes-Benz B Class B180 Sports,2014,946597.7735099723,42000,Petrol,Individual,Automatic,First Owner,11.9 kmpl,1595 CC,120.7 bhp,200Nm@ 1250-4000rpm,5.0
847,3925,Maruti Alto LXi,2008,89906.15194580785,120000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
848,3265,Hyundai i20 1.4 Asta Option,2017,792593.9662338623,48000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0
849,2822,Maruti Ertiga ZDI Plus,2017,916269.0706766505,79000,Diesel,Dealer,Manual,First Owner,25.47 kmpl,1248 CC,88.50 bhp,200Nm@ 1750rpm,7.0
850,4000,Tata Zest Revotron 1.2T XMS,2018,542798.1766258099,35000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5.0
851,202,Honda Brio S MT,2014,319463.719274567,60000,Petrol,Individual,Manual,Second Owner,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5.0
852,3651,Maruti Ertiga VDI,2014,564069.962054364,110000,Diesel,Individual,Manual,Second Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7.0
853,7831,Ford Ecosport 1.5 DV5 MT Trend,2018,584533.1343614843,37161,Diesel,Dealer,Manual,First Owner,22.7 kmpl,1498 CC,89.84 bhp,204Nm@ 2000-2750rpm,5.0
854,3180,Tata Zest Revotron 1.2 XT,2020,511718.3313876835,40000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5.0
855,7059,Hyundai i20 Magna,2013,300824.80927100405,120000,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5.0
856,2517,Renault KWID Climber 1.0 MT,2018,363069.1284219662,5000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0
857,3570,Tata Indica Vista Quadrajet VX,2012,193881.35755660932,90000,Diesel,Individual,Manual,First Owner,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5.0
858,4210,Maruti Swift VDI,2011,348535.09615326114,72000,Diesel,Individual,Manual,First Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
859,4331,Toyota Etios VX,2017,625011.5991127348,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm,5.0
860,1017,Hyundai Verna VTVT 1.6 SX Option,2019,1117298.5822927498,10000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1591 CC,121.3 bhp,151Nm@ 4850rpm,5.0
861,785,Hyundai Santro Xing GL,2009,134631.63837046537,90000,Petrol,Individual,Manual,Second Owner,0.0 kmpl,1086 CC,62 bhp,96.1Nm@ 3000rpm,5.0
862,6554,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2671908.758592516,9000,Diesel,Dealer,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5.0
863,603,Tata Aria Pride,2011,451023.0268418477,142000,Diesel,Individual,Manual,Third Owner,13.7 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7.0
864,4203,Honda City i VTEC V,2017,763679.8811236453,28000,Petrol,Individual,Manual,First Owner,17.8 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5.0
865,798,Maruti Swift Dzire VDi,2011,312107.49536774796,137500,Diesel,Individual,Manual,Third Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0
866,1255,Mercedes-Benz New C-Class 220 CDI AT,2012,1450868.5050092242,50000,Diesel,Individual,Automatic,First Owner,14.84 kmpl,2143 CC,170 bhp,400Nm@ 1400-2800rpm,5.0
867,5045,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,686078.7286127245,50000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5.0
868,1349,Renault Duster 110PS Diesel RxZ,2012,469177.4761328759,100000,Diesel,Individual,Manual,Second Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5.0
869,2606,Maruti Swift VDI,2013,410936.4897531725,77000,Diesel,Individual,Manual,First Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
870,7850,Renault KWID RXT Optional,2016,288457.840430396,22000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0
871,2694,Mahindra Scorpio 2009-2014 SLE 7S BSIV,2013,570981.3808952995,173000,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,7.0
872,1578,Honda Jazz VX,2016,550004.1051622204,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0
873,8,Toyota Etios VXD,2011,516554.1649928222,90000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.1 bhp,170Nm@ 1800-2400rpm,5.0
874,6887,Hyundai Grand i10 Magna,2016,455690.3860356823,10000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0
875,3799,Maruti Swift Dzire VDi,2009,252157.61619563727,120000,Diesel,Individual,Manual,Third Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0
876,4389,Hyundai Verna 1.6 SX,2014,555989.131314,117000,Diesel,Dealer,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0
877,5253,BMW X4 M Sport X xDrive20d,2019,5459142.870544194,8500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0
878,2832,Jeep Compass 1.4 Limited,2019,1449974.4175907078,22000,Petrol,Dealer,Automatic,First Owner,16.0 kmpl,1368 CC,160 bhp,250Nm@ 1750-2500rpm,5.0
879,2656,Maruti SX4 Vxi BSIV,2011,219282.7247155119,48756,Petrol,Individual,Manual,Second Owner,15.5 kmpl,1586 CC,103.3 bhp,145Nm@ 4100rpm,5.0
880,6213,Volvo XC40 D4 Inscription BSIV,2019,3800004.442210888,20000,Diesel,Individual,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,400Nm,5.0
881,3357,Mahindra XUV500 W9 BSIV,2018,1542413.0081049353,24000,Diesel,Dealer,Manual,First Owner,15.1 kmpl,2179 CC,152.87 bhp,360Nm@ 1750-2800rpm,7.0
882,6720,Jeep Compass 2.0 Longitude Option BSIV,2019,1690755.2673526928,14000,Diesel,Individual,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5.0
883,4064,Ford EcoSport 1.5 Diesel Trend BSIV,2019,640530.7448463783,35000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5.0
884,4115,Ford Ikon 1.4 TDCi DuraTorq,2009,99373.55793903046,115000,Diesel,Individual,Manual,Second Owner,13.8 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0
885,2652,Maruti Swift AMT VXI,2018,613400.1467018385,40000,Petrol,Individual,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
886,333,Maruti Zen LXI,2002,40482.72623543069,100000,Petrol,Individual,Manual,Fourth & Above Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5.0
887,2852,Hyundai i20 2015-2017 Asta Option 1.4 CRDi,2016,745377.5585331598,120000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0
888,3599,Datsun GO T Option,2020,590067.0921324749,10000,Petrol,Individual,Manual,First Owner,19.02 kmpl,1198 CC,67.05 bhp,104Nm@ 4000rpm,5.0
889,6079,Hyundai i20 Magna,2013,318205.6543218022,31377,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5.0
890,616,Maruti Omni E MPI STD BS IV,2017,238400.69200140296,40000,Petrol,Individual,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm,8.0
891,1782,Volkswagen Polo Petrol Comfortline 1.2L,2013,330357.76395719347,50000,Petrol,Individual,Manual,Fourth & Above Owner,16.47 kmpl,1198 CC,73.9 bhp,110Nm@ 3750rpm,5.0
892,6363,Maruti SX4 S Cross 2015-2017 DDiS 200 Sigma,2017,719237.115408524,44000,Diesel,Dealer,Manual,First Owner,23.65 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
893,4982,Toyota Fortuner 3.0 Diesel,2010,961674.7301871283,151000,Diesel,Individual,Manual,Second Owner,11.5 kmpl,2982 CC,171 bhp,343Nm@ 1400-3400rpm,7.0
894,286,Mahindra Bolero SLE,2009,271431.01718919317,170000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0
895,6123,Renault Triber RXZ BSIV,2019,681367.4034359483,5000,Petrol,Individual,Manual,First Owner,20.0 kmpl,999 CC,72 bhp,96Nm@ 3500rpm,7.0
896,2442,Maruti Swift Dzire ZDI,2016,632721.4961555048,55000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
897,2778,Tata New Safari DICOR 2.2 VX 4x2,2010,328361.78018370236,108957,Diesel,Individual,Manual,First Owner,13.93 kmpl,2179 CC,138 bhp,320Nm@ 1700-2700rpm,7.0
898,2221,Maruti Wagon R VXI Plus Optional,2017,367829.90141962934,50000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
899,1466,Maruti Zen Estilo 1.1 VXI BSIII,2008,216684.22888867557,40000,Petrol,Individual,Manual,First Owner,18.2 kmpl,1061 CC,64 bhp,84Nm@ 3500rpm,5.0
900,5401,Hyundai i10 Sportz 1.2,2013,361446.36134069297,37000,Petrol,Dealer,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5.0
901,5266,Mahindra XUV500 W4,2014,779874.9382750904,40000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
902,6424,Maruti Swift Dzire VDI,2013,458754.99197536847,70000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
903,7605,Mahindra Scorpio 1.99 S6 Plus,2015,784077.0863242273,70000,Diesel,Individual,Manual,First Owner,15.4 kmpl,1997 CC,120 bhp,280Nm@ 1800-2800rpm,7.0
904,2406,Hyundai i10 Sportz 1.1L,2010,179887.47155122575,70000,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0
905,5502,Tata Safari DICOR 2.2 EX 4x2,2011,308074.39764303924,110000,Diesel,Individual,Manual,Third Owner,13.93 kmpl,2179 CC,138.03 bhp,320Nm@ 1700-2700rpm,7.0
906,1641,Maruti Baleno Delta 1.2,2018,605720.2626644259,20000,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0
907,5313,Honda WR-V i-VTEC VX,2018,707839.1087306277,35000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0
908,2041,Hyundai i20 2015-2017 Magna 1.2,2017,562426.9876687644,30000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
909,3534,Volvo V40 D3 R-Design,2018,2474985.2008873913,2000,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5.0
910,2012,Toyota Corolla Altis 1.4 DGL,2017,886238.0561601729,5000,Diesel,Individual,Manual,First Owner,21.43 kmpl,1364 CC,86.79 bhp,205Nm@ 1800-2800rpm,5.0
911,999,Maruti 800 AC,1999,-90294.46452656179,60000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0
912,740,Chevrolet Beat LT,2010,90639.65992716886,68000,Petrol,Individual,Manual,Fourth & Above Owner,18.6 kmpl,1199 CC,79.4 bhp,108Nm@ 4400rpm,5.0
913,7633,Chevrolet Tavera Neo LT-L - 9 seats BSII,2010,322674.26092195406,265000,Diesel,Individual,Manual,Fourth & Above Owner,14.8 kmpl,2499 CC,80 bhp,"19@ 1,800(kgm@ rpm)",9.0
914,7564,Hyundai i20 1.2 Asta,2018,691550.259727784,42000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
915,1774,Honda City i VTEC V,2015,646669.9621584371,30000,Petrol,Individual,Manual,First Owner,17.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5.0
916,3059,Volkswagen Jetta 2.0 TDI Comfortline,2011,402932.1392037538,120000,Diesel,Individual,Manual,Second Owner,15.0 kmpl,1896 CC,105 bhp,"25.5@ 1,900(kgm@ rpm)",5.0
917,5277,Maruti SX4 Green Vxi (CNG),2010,245642.21013360238,90000,CNG,Individual,Manual,Second Owner,21.4 km/kg,1586 CC,103.3 bhp,145Nm@ 4100rpm,5.0
918,3132,Mahindra KUV 100 mFALCON G80 K4,2017,418048.85945728293,29000,Petrol,Individual,Manual,First Owner,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6.0
919,1789,Maruti Swift VDI,2013,373386.81820126646,120000,Diesel,Individual,Manual,Third Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
920,7112,Maruti Wagon R LXI DUO BS IV,2013,396011.77962525235,55000,LPG,Individual,Manual,First Owner,14.4 km/kg,998 CC,61.7 bhp,85Nm@ 3500rpm,5.0
921,1448,Hyundai i20 1.2 Asta Option,2018,717324.0039943142,30000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
922,655,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,771498.8665014092,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7.0
923,6847,Mahindra KUV 100 mFALCON G80 K2,2017,319949.0693502786,32000,Petrol,Individual,Manual,Second Owner,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6.0
924,891,Mahindra Scorpio 1.99 S10,2017,1108012.6403940062,50000,Diesel,Individual,Manual,Second Owner,15.4 kmpl,1997 CC,120 bhp,280Nm@ 1800-2800rpm,7.0
925,4120,Hyundai Verna 1.6 Xi ABS,2008,211337.58813996043,55000,Petrol,Individual,Manual,Second Owner,13.9 kmpl,1599 CC,103.2 bhp,"14.9@ 3,000(kgm@ rpm)",5.0
926,4163,Hyundai i20 1.2 Asta,2010,307539.35732873436,60000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5.0
927,2131,Audi Q7 3.0 TDI Quattro,2014,1111269.0991727891,65000,Diesel,Individual,Automatic,First Owner,12.07 kmpl,2967 CC,241.4 bhp,550Nm@ 1750-2750rpm,7.0
928,7886,Maruti Swift Vdi BSIII,2007,214326.58977578743,90000,Diesel,Individual,Manual,Fourth & Above Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5.0
929,4568,Maruti 800 Std,2012,330860.01021456276,70000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0
930,3057,Mahindra Bolero 2011-2019 EX NON AC,2013,424164.66740164766,160000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0
931,7332,Hyundai Grand i10 Nios Sportz,2020,665429.3965179141,2000,Petrol,Dealer,Manual,First Owner,20.7 kmpl,1197 CC,81.86 bhp,113.75Nm@ 4000rpm,5.0
932,1199,Maruti Swift VVT ZXI,2017,626982.3480466895,15000,Petrol,Individual,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
933,1114,Volvo V40 D3 R-Design,2018,2474985.2008873913,2000,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5.0
934,3050,Maruti Wagon R LXI LPG BSIV,2011,251373.4422656427,70000,LPG,Individual,Manual,First Owner,26.2 km/kg,998 CC,58.2 bhp,77Nm@ 3500rpm,5.0
935,7809,Chevrolet Spark 1.0,2009,86212.6175426615,30000,Petrol,Individual,Manual,First Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5.0
936,2504,Maruti Alto K10 2010-2014 VXI,2012,201781.31414576492,70000,Petrol,Individual,Manual,Second Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
937,1328,Maruti Alto K10 VXI,2019,403369.63452374097,27000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0
938,6482,Tata Nexon 1.2 Revotron XM,2018,623122.2421432304,28000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm,5.0
939,3724,Hyundai Verna 1.6 SX,2013,498439.64007887477,88000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0
940,4611,Tata Sumo Gold EX,2014,401463.15336111235,101200,Diesel,Individual,Manual,Second Owner,15.3 kmpl,2956 CC,83.83 bhp,250Nm@ 1000-2000rpm,7.0
941,7331,Toyota Innova Crysta 2.8 GX AT 8S BSIV,2018,1865238.4304984547,20000,Diesel,Dealer,Automatic,First Owner,11.36 kmpl,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm,8.0
942,5701,Hyundai i10 Magna,2011,213250.8990492056,40000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0
943,7357,Maruti Swift VDI BSIV,2014,470857.85220764624,77215,Diesel,Individual,Manual,Second Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
944,6310,Maruti Swift VDI BSIV,2016,548511.4233483663,131111,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
945,1933,Maruti Estilo LXI,2010,162138.07876896183,132000,Petrol,Individual,Manual,Second Owner,,,,,
